NO. ,DOI Number,Author,Publication Date,Chemical Formula,Material,Metal,A Cation,ETL,Substrate,Solvent,Full Device,Perovskite Thickness (nm),Temperature Fabrication,Relative Humidity,Bandgap,Open-Circuit Voltage (Voc),Short-Circuit Current Density (Jsc),Fill Factor (FF),PCE%
1,10.1021/jacs.5b11740,Quan et al.,3/2/2016,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Au,(PEA); MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.66,1.16,18.66,0.644,13.89
2,10.1021/jacs.5b11740,Quan et al.,03/02/2016,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide,Au,(PEA); MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,450,200,35,1.65,1.06,22.45,0.773,18.4
3,10.1021/jacs.5b11740,Quan et al.,03/02/2016,(TFEA)CsFAMAPbBrI,Tetrafluoroethylammonium Cesium Formamidinium Methylammonium Lead Bromide Iodide,Au,(TFEA); Cs; FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,135,25,1.667,1.097,21.25,0.787,18.24
4,10.1039/c6ta09582h,Liao et al.,19/12/2016,BACsPbI,Butylammonium Cesium Lead Iodide - (BACsPbI),Au,BA; Cs,TiO2-np,SLG | FTO,DMSO,SLG | FTO | TiO2-np | Perovskite | Spiro-MeOTAD | Au,500,120,30,2.2,0.957,8.88,0.57,0.48
5,10.1039/c6ra28190g,Kulkarni et al.,31/01/2017,MABiI,Methylammonium Bismuth Iodide - (MABiI),Au,MA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,120,35,1.9,0.51,0.94,0.61,0.31
6,10.1039/c6ra28190g,Kulkarni et al.,31/01/2017,MABiI,Methylammonium Bismuth Iodide - (MABiI),Au,MA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,120,35,1.9,0.53,0.68,0.53,0.19
7,10.1002/aenm.201701038,Bai et al.,14/07/2017,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide,Ag,(PEA); MA,PCBM-60 | P4N4,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | PN4N | Ag,500,90,25,1.59,1.17,21.8,0.78,19.85
8,10.1021/acsami.7b07780,Koh et al.,11/08/2017,(CHMA)MAPbI,Cyclohexylmethylammonium Methylammonium Lead Iodide - ((CHMA)MAPbI),Au,(CHMA); MA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,190,30,1.63,0.761,12.46,0.586,5.55
9,10.1021/acsami.7b07780,Koh et al.,11/08/2017,(CHMA)MAPbI,Cyclohexylmethylammonium Methylammonium Lead Iodide - ((CHMA)MAPbI),Au,(CHMA); MA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,120,30,1.65,0.735,10.65,0.485,3.78
10,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BACsMAPbI,Butylammonium Cesium Methylammonium Lead Iodide - (BACsMAPbI),Au,BA; Cs; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,480,75,20,1.63,1.04,19,0.58,11.6
11,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,80,30,1.62,1.08,19.95,0.634,13.7
12,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BACsMAPbI,Butylammonium Cesium Methylammonium Lead Iodide - (BACsMAPbI),Au,BA; Cs; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,85,30,1.63,1.06,19.5,0.6,12.3
13,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BACsMAPbI,Butylammonium Cesium Methylammonium Lead Iodide - (BACsMAPbI),Au,BA; Cs; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,71,35,1.63,1.02,18.5,0.59,11.1
14,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,100,25,1.62,0.95,10,0.68,6.5
15,10.1039/c7ee01145h,Zhang et al.,15/08/2017,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,84,30,1.62,0.9,9,0.68,5.5
16,10.1002/solr.201700125,Ye et al.,19/10/2017,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide,Au,(PEA); MA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,450,130,35,1.52,1.09,22.56,0.742,18.24
17,10.1002/solr.201700125,Ye et al.,19/10/2017,(TFEA)CsFAMAPbBrI,Tetrafluoroethylammonium Cesium Formamidinium Methylammonium Lead Bromide Iodide,Au,(TFEA); Cs; FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,200,25,1.676,1.096,21.17,0.783,18.17
18,10.1039/c7qm00472a,Yan et al.,08/11/2017,BAFAPbI,Butylammonium Formamidinium Lead Iodide - (BAFAPbI),Ag,BA; FA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,88,25,1.51,0.98,11.89,0.59,6.88
19,10.1021/jacs.7b11157,Zhou et al.,15/12/2017,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | ITO,DMF,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,180,90,20,1.54,1.064,17.89,0.563,10.72
20,10.1021/jacs.7b11157,Zhou et al.,15/12/2017,BAFAMAPbI,Butylammonium Formamidinium Methylammonium Lead Iodide. - (BAFAMAPbI),Au,BA; FA; MA,TiO2-c,SLG | ITO,DMF,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,135,35,1.52,1.097,19.02,0.597,12.46
21,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Au,(PEA); MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.68,0.85,23.1,0.563,11.06
22,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,(PEA)CsMAPbI,Phenylethylammonium Cesium Methylammonium Lead Iodide - ((PEA)CsMAPbI),Au,(PEA); Cs; MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,130,30,1.61,0.92,25.5,0.61,14.3
23,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,(CHMA)CsMAPbI,Cyclohexylmethylammonium Cesium Methylammonium Lead Iodide - ((CHMA)CsMAPbI),Au,(CHMA); Cs; MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,110,35,1.53,0.9,23.6,0.589,12.58
24,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,127,15,1.57,0.9,22.7,0.578,11.89
25,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,(CHMA)MAPbI,Cyclohexylmethylammonium Methylammonium Lead Iodide - ((CHMA)MAPbI),Au,(CHMA); MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,170,30,1.78,0.86,21.6,0.618,11.54
26,10.1021/acsenergylett.7b01196,Iagher et al.,05/01/2018,BACsMAPbI,Butylammonium Cesium Methylammonium Lead Iodide - (BACsMAPbI),Au,BA; Cs; MA,TiO2-c | TiO2-mp,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,120,25,1.68,0.93,22.4,0.525,11
27,10.1002/aenm.201702498,Zhang et al.,30/01/2018,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,500,126,35,1.73,1.05,15.97,0.65,10.9
28,10.1002/solr.201700215,Thrithamarassery Gangadharan et al.,06/02/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,PCBM-60,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag,500,85,25,1.64,1.02,9.64,0.565,5.5
29,10.1002/aenm.201800051,Zheng et al.,17/04/2018,BEFAPbI,Benzylammonium Ethylammonium Formamidinium Lead Iodide - (BEFAPbI),Au,BE; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.62,1.09,21.89,0.73,17.4
30,10.1002/aenm.201800051,Zheng et al.,17/04/2018,BUFAPbI,Butylammonium Formamidinium Lead Iodide - (BUFAPbI),Au,BU; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.54,0.95,17.85,0.69,11.71
31,10.1002/aenm.201800051,Zheng et al.,17/04/2018,DIFAPbI,Diformamidinium Lead Iodide - (DIFAPbI),Au,DI; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,430,130,20,1.56,1.03,20.7,0.71,15.02
32,10.1002/adma.201800710,Ma et al.,17/04/2018,(PDA)MAPbI,Phenylalaninammonium methylammonium lead iodide - ((PDA)MAPbI),Ag,(PDA); MA,C60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,210,35,1.64,0.98,18,0.731,12.9
33,10.1002/adma.201800710,Ma et al.,17/04/2018,(PDA)MAPbI,Phenylalaninammonium methylammonium lead iodide - ((PDA)MAPbI),Ag,(PDA); MA,C60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,230,30,1.45,0.98,18,0.731,12.9
34,10.1002/adma.201800710,Ma et al.,17/04/2018,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,C60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,205,30,1.63,0.98,15.7,0.662,10.3
35,10.1002/adma.201800710,Ma et al.,17/04/2018,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,C60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,500,150,35,1.48,0.98,15.7,0.662,10.3
36,10.1002/aenm.201800185,Qing et al.,09/05/2018,(PEA)CsFAPbI,Phenylethylammonium Cesium Formamidinium Lead Iodide - ((PEA)CsFAPbI),Ag,(PEA); Cs; FA,PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,90,30,1.7,1.04,16.3,0.72,12.1
37,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.73,1.07,16.59,0.7,12.2
38,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbBr,Phenylethylammonium Cesium Lead Bromide - ((PEA)CsPbBr),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,215,105,20,1.74,1.26,7.46,0.69,6.5
39,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbBrI,Phenylethylammonium Cesium Lead Bromide Iodide - ((PEA)CsPbBrI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,300,110,35,1.59,1.11,14.8,0.73,11.9
40,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,300,110,20,1.73,1.1,13.95,0.58,8.9
41,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,500,110,35,1.73,1.06,16.19,0.68,11.6
42,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbI,Phenethylammonium cesium lead iodide - ((PEA)CsPbI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,500,110,15,1.73,1.07,16.25,0.65,11.3
43,10.1016/j.joule.2018.05.004,Jiang et al.,1/6/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,110,30,1.65,1.11,15.01,0.67,10.9
44,10.1016/j.joule.2018.05.004,Jiang et al.,01/06/2018,(PEA)CsPbBrI,Phenylethylammonium Cesium Lead Bromide Iodide - ((PEA)CsPbBrI),Au,(PEA); Cs,SnO2-np,SLG | ITO,DMSO,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,500,110,20,1.751,1.19,11.52,0.69,9.5
45,10.1039/c8ta00948a,Qiu et al.,06/06/2018,(GABA)MAPbI,Gamma-Aminobutyric Acid Methylammonium Lead Iodide,Au,(GABA); MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,79,35,1.54,1.1,22.09,0.754,18.08
46,10.1021/acsenergylett.8b01153,Cheng et al.,20/07/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,200,100,30,1.67,1.09,15.02,0.523,8.37
47,10.1021/acsenergylett.8b01153,Cheng et al.,20/07/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,120,35,1.67,1.11,18.48,0.491,10.06
48,10.1021/acsenergylett.8b01153,Cheng et al.,20/07/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,120,30,1.67,1.12,17.98,0.477,9.57
49,10.1021/acsenergylett.8b01153,Cheng et al.,20/07/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,110,30,1.67,1.11,17.93,0.478,9.46
50,10.1021/acsenergylett.8b01153,Cheng et al.,20/07/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMF,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,110,30,1.67,1.13,11.1,0.48,5.96
51,10.1016/j.orgel.2018.07.029,Liu et al.,01/08/2018,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,ITIC-Th | BCP,SLG | ITO,DMF,SLG | ITO | PTAA | Perovskite | ITIC-Th | BCP | Ag,420,130,20,1.56,1.02,13.4,0.612,8.9
52,10.1007/s12274-018-2151-4,Shin et al.,01/08/2018,CsBiI,Cesium Bismuth Iodide - (CsBiI),Carbon,Cs,TiO2-c | TiO2-mp | ZrO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,500,135,30,1.76,0.46,4.75,0.692,1.51
53,10.1007/s12274-018-2151-4,Shin et al.,01/08/2018,FABiI,Formamidinium Bismuth Iodide - (FABiI),Carbon,FA,TiO2-c | TiO2-mp | ZrO2-mp,SLG | FTO,DMF,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,500,135,30,1.81,0.45,3.88,0.497,0.87
54,10.1039/c8ta06925e,Chen et al.,28/08/2018,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Ag,BA; MA,PCBM-60; ICBA | BCP,SLG | ITO,Dimethylacetamide; NMP,SLG | ITO | NiO-c | Perovskite | PCBM-60; ICBA | BCP | Ag,500,90,30,1.96,1.23,13.61,0.722,11.7
55,10.1021/jacs.8b04604,Lai et al.,30/08/2018,(ThMA)MAPbI,Thiophenemethylammonium Methylammonium Lead Iodide - ((ThMA)MAPbI),Ag,(ThMA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,430,130,25,1.63,1.07,18.89,0.763,15
56,10.1039/c8ta06719h,Hu et al.,21/09/2018,CsBiPbI,Cesium Bismuth Lead Iodide - (CsBiPbI),Au,Cs,TiO2-c | TiO2-mp,PET | ITO,DMF; DMSO,PET | ITO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,235,30,1.69,1.05,15.11,0.73,10.84
57,10.1039/c8ta06719h,Hu et al.,21/09/2018,CsBiPbI,Cesium Bismuth Lead Iodide - (CsBiPbI),Au,Cs,TiO2-c | TiO2-mp,PET | ITO,DMF; DMSO,PET | ITO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,85,30,1.59,1.09,13.37,0.568,7.57
58,10.1039/c8ta07836j,Zhou et al.,13/10/2018,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Carbon,EA; MA,C60,SLG | ITO,DMF; DMSO,SLG | ITO | C60 | Perovskite | Carbon,200,100,30,1.58,1.028,22.37,0.606,13.57
59,10.1039/c8ta07836j,Zhou et al.,13/10/2018,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Carbon,EA; MA,C60,SLG | ITO,DMF; DMSO,SLG | ITO | C60 | Perovskite | Carbon,450,205,30,1.61,1.018,21.14,0.552,11.59
60,10.1039/c8ta07836j,Zhou et al.,13/10/2018,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Carbon,EA; MA,C60,SLG | ITO,DMF; DMSO,SLG | ITO | C60 | Perovskite | Carbon,500,145,35,1.59,1.023,21.69,0.576,12.36
61,10.1039/c8ta07836j,Zhou et al.,13/10/2018,EAMAPbI,Ethylammonium Methylammonium Lead Iodide- (EAMAPbI),Carbon,EA; MA,C60,SLG | ITO,DMF; DMSO,SLG | ITO | C60 | Perovskite | Carbon,500,167,30,1.61,1.018,21.14,0.552,11.59
62,10.1021/acssuschemeng.8b03604,Zheng et al.,15/10/2018,(NH4)FAMAPbBrI,Ammonium Formamidinium Methylammonium Lead Bromide Iodide,Au,(NH4); FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,464,220,30,1.67,1.09,22.23,0.755,18.3
63,10.1021/acssuschemeng.8b03604,Zheng et al.,15/10/2018,(PEA)CsFAPbI,Ammonium Formamidinium Methylammonium Lead Bromide Iodide,Au,(PEA); Cs; FA,SnO2-c,SLG | ITO,DMF; NMP,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,500,125,25,1.51,1.07,24.2,0.72,18.7
64,10.1021/acs.chemmater.8b02970,Liu et al.,29/10/2018,(ThMA)FAPbI,Hexylammonium Cesium Formamidinium Lead Bromide Iodide,Ag,(ThMA); FA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,120,30,1.5,1.07,22.25,0.776,19.06
65,10.1021/acs.chemmater.8b02970,Liu et al.,29/10/2018,(PEA)FAMAPbBrI,Hexylammonium Cesium Formamidinium Lead Bromide Iodide,Au,(PEA); FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,135,30,1.59,1.09,23.5,0.737,18.9
66,10.1021/acs.chemmater.8b02970,Liu et al.,29/10/2018,(HEA)CsFAPbBrI,Hexylammonium Cesium Formamidinium Lead Bromide Iodide,Au,(HEA); Cs; FA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,80,15,1.56,1.06,21.72,0.724,18.21
67,10.1039/c8ee02542h,Niu et al.,01/11/2018,BAFAPbBrI,Butylammonium Formamidinium Lead Bromide Iodide,Au,BA; FA,TiO2-c,SLG | FTO,DMF; DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,96,20,1.53,1.07,24.1,0.761,20.62
68,10.1016/j.nanoen.2018.11.019,Chen et al.,10/11/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Al,(PEA); MA,PCBM-60 | LiF,SLG | ITO,Methylammonium acetate,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Al,300,110,35,1.6,0.99,13.38,0.702,9.32
69,10.1016/j.nanoen.2018.11.019,Chen et al.,10/11/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Al,(PEA); MA,PCBM-60 | LiF,SLG | ITO,Methylammonium acetate,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Al,300,110,35,1.55,0.93,10.58,0.664,6.52
70,10.1016/j.nanoen.2018.11.019,Chen et al.,10/11/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Al,(PEA); MA,PCBM-60 | LiF,SLG | ITO,Methylammonium acetate,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Al,480,210,20,1.6,0.95,18.18,0.737,12.78
71,10.1016/j.nanoen.2018.11.019,Chen et al.,10/11/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Al,(PEA); MA,PCBM-60 | LiF,SLG | ITO,Methylammonium acetate,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Al,500,126,30,1.6,1.01,14.37,0.747,10.94
72,10.1039/c8ta08203k,Lian et al.,19/11/2018,(PEA)MAPbI,Phenylethylammonium Methylammonium Lead Iodide - ((PEA)MAPbI),Ag,(PEA); MA,PCBM-60 | BCP,SLG | ITO,DMF,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,500,170,20,1.63,1.07,13.41,0.7,10.79
73,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,(PDA)MAPbI,Phenylalaninammonium methylammonium lead iodide - ((PDA)MAPbI),Au,(PDA); MA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,183,20,1.63,0.98,19.5,0.69,13.3
74,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,(PDA)MAPbI,Phenylalaninammonium methylammonium lead iodide - ((PDA)MAPbI),Au,(PDA); MA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,140,30,1.63,0.98,19.5,0.69,13.3
75,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,(PDA)MAPbI,Phenylalaninammonium methylammonium lead iodide - ((PDA)MAPbI),Au,(PDA); MA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,170,20,1.63,0.98,19.5,0.69,13.3
76,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,160,35,1.63,0.83,19.06,0.55,8.8
77,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,165,35,1.63,0.83,19.06,0.55,8.8
78,10.1016/j.joule.2018.11.026,Ahmad et al.,21/12/2018,MAPAPbI,Methylammonium Propylammonium Lead Iodide - (MAPAPbI),Au,MA; PA,TiO2-c,SLG | FTO,DMSO; GBL,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,500,264,30,1.63,0.83,19.06,0.55,8.8
79,10.1021/acssuschemeng.8b05734,Zhang et al.,09/01/2019,BAMAPbI,Butylammonium Methylammonium Lead Iodide - (BAMAPbI),Au,BA; MA,TiO2-c,SLG | ITO,DMF; DMSO,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,350,120,30,1.6,0.97,18.21,0.582,10.3
